ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
30060,simple,K785,Exquisite Indian Kundan and Faux Pearl Bridal Jewelry Set (Gold-Tone),1,0,visible,,"Embrace timeless Indian elegance on your wedding day with this exquisite bridal jewelry set. Featuring stunning kundan work (simulated) and delicate faux pearls, this set is perfect for adding a touch of sophistication and cultural flair to your bridal look.

Sparkling Kundan Brilliance:  Be mesmerized by the brilliance of simulated kundan stones, adding a touch of grandeur and tradition to your ensemble.

Elegant Faux Pearls: Delicate faux pearls add a touch of sophistication and timeless beauty to the overall design.

Gold-Tone Polish: The gleaming gold-tone polish complements both the kundan and faux pearls beautifully, creating a cohesive and luxurious look.

Traditional Design: The necklace, earrings, and tikka feature a traditional design that embodies Indian bridal elegance.

Complete the Set: This bridal jewelry set includes a necklace, earrings, and a maang tikka, ensuring a perfectly coordinated look for your wedding day.

High-Quality Craftsmanship: Made with high-quality materials, this set is designed to last for years to come.

Captivating Beauty: Celebrate your heritage and add a touch of captivating beauty to your wedding day with this stunning jewelry set.

:

Materials: Gold-tone polish (material not specified), kundan (simulated), faux pearls
Style: Traditional Indian, elegant, bridal
Design: Necklace, earrings, and maang tikka with kundan and faux pearls
Occasion: Wedding",,,taxable,,1,1,,0,0,,,,,0,,,8500,Jewellery > Neclace Sets > American Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000978140.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000980859.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000980848.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000980847.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000980846.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000979795.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000979794.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000979793.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000979792.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16000979791.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/160009808510.jpg",,,,,,,,,0,,,,,,,,
30061,simple,SET782C,Radiant Rhodium-Plated Necklace and Earring Set with Simulated Rubies,1,0,visible,,"Celebrate timeless elegance and sophisticated style with this captivating necklace and earring set. Featuring stunning simulated ruby gemstones and sparkling cubic zirconia accents, all set in a gleaming rhodium finish, this set is perfect for adding a touch of glamour to any outfit.

Ruby Allure: Immerse yourself in the fiery brilliance of simulated ruby gemstones, the centerpieces of this captivating design.

Cubic Zirconia Sparkle: Delicate cubic zirconia gemstones add a touch of shimmering brilliance and complement the ruby gemstones beautifully.

Rhodium-Plated Polish: The rhodium plating offers a bright, reflective finish that is more durable than sterling silver and less likely to tarnish.

Classic Design: The timeless design of the necklace and earrings ensures this set is versatile enough for everyday wear or special occasions.

Complete the Look: This set includes a necklace and earrings, ensuring a perfectly coordinated look.

High-Quality Craftsmanship: Made with high-quality brass material and cubic zirconia, this set is designed to last.

Unbeatable Value: Enjoy the luxurious look and feel of simulated gemstones and rhodium plating at an affordable price (artificial).



Materials: Rhodium plating (over brass material ), simulated ruby gemstones, cubic zirconia gemstones
Style: Classic, elegant
Design: Necklace and earrings with simulated ruby gemstones and cubic zirconia accents
Occasion: Everyday wear, special occasion",,,taxable,,1,1,,0,0,,,,,0,,,9500,Jewellery > Neclace Sets > American Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16422449760.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16422449771.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16422449772.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16422449773.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16422449784.jpg",,,,,,,,,0,,,,,,,,
30062,simple,SET779,Two-Tone Choker Necklace and Earring Set with Deep Blue Gemstones and Cubic Zirconia,1,0,visible,,"Add a touch of sophisticated style to your look with this captivating two-tone choker necklace and earring set. Featuring a combination of silver and gold-toned finishes, sparkling cubic zirconia accents, and stunning deep blue gemstones, this set is perfect for elevating any outfit.

Deep Blue Elegance:  Mesmerize everyone with the brilliance of deep blue gemstones (likely sapphire or tanzanite simulants) that add a touch of sophistication and rich color.

Two-Tone Design: The combination of silver and gold-toned finishes creates a unique and eye-catching design.

Sparkling Cubic Zirconia Accents: Delicate cubic zirconia gemstones add extra sparkle and complement the deep blue gemstones beautifully.

Choker Necklace Design: The choker necklace provides a trendy and stylish touch.

Complete the Look: This set includes a choker necklace and a pair of earrings, ensuring a perfectly coordinated look.

High-Quality Craftsmanship: Made with high-quality materials, this set is designed to last.

Versatile Style: This elegant set can be dressed up or down, making it perfect for everyday wear or special occasions.



Materials: Silver and gold-toned finishes (brass), deep blue gemstones (likely sapphire or tanzanite simulants), cubic zirconia gemstones
Style: Elegant, sophisticated, trendy
Design: Choker necklace with deep blue gemstones and cubic zirconia accents, matching earrings
Occasion: Everyday wear, special occasion",,,taxable,,1,1,,0,0,,,,,0,,,8400,Jewellery > Neclace Sets > American Diamond,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16380890550.jpg,,,,,,,,,0,,,,,,,,
30063,simple,K777,Gold-Plated Cubic Zirconia Bridal Jewelry Set,1,0,visible,,"This glamorous bridal jewelry set features a classic design with a touch of modern sparkle.
The set includes a necklace, earrings, maang tikka (headpiece), and a bangle bracelet.
All pieces are crafted in gold-plated metal and adorned with cubic zirconia gemstones.
The necklace features a central pendant with a cascading design of cubic zirconia.
The earrings are chandelier style, with strands of cubic zirconia that dangle elegantly.
The maang tikka features a central piece with cubic zirconia that connects to a delicate chain for placement over the forehead.
The bangle bracelet is embellished with cubic zirconia stones for a touch of sparkle on the wrist.
This set is perfect for the bride who wants a timeless and elegant look on her wedding day.",,,taxable,,1,1,,0,0,,,,,0,,,13400,Jewellery > Neclace Sets > American Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006839710.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006841728.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006841727.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006841716.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006840725.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006840714.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006840713.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006840692.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006840681.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006841739.jpg",,,,,,,,,0,,,,,,,,
30064,simple,SET760B,Rose Gold and Silver Bridal Jewelry Set with Emerald Gemstones,1,0,visible,,"This enchanting bridal jewelry set combines the elegance of rose gold plating with the captivating beauty of emerald gemstones.
The set features a necklace, earrings, and a pendant, all crafted in a combination of rose gold and silver polish.
The centerpiece of each piece is a dazzling emerald gemstone, adding a touch of vibrant green.
The necklace showcases a delicate chain with a central pendant featuring the emerald stone.
The earrings are classic studs, each adorned with a sparkling emerald.
This set is perfect for the bride seeking a touch of modern romance on her wedding day.",,,taxable,,1,1,,0,0,,,,,0,,,6200,Jewellery > Neclace Sets > American Diamond,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16383429990.jpg,,,,,,,,,0,,,,,,,,
30065,simple,SET758,Rose Gold and Silver Delicate Necklace and Earring Set with Shimmering Champange Gemstones,1,0,visible,,"This enchanting jewelry set combines the warmth of rose gold plating with the captivating sparkle of champange gemstones.
The set features a delicate necklace and stud earrings, crafted in a beautiful combination of rose gold and silver polish.
Each piece shimmers with dazzling simulated gemstones, adding a touch of elegance and affordability.
The necklace showcases a dainty chain with a central pendant featuring a champange gemstone.
The earrings are classic studs, each adorned with a sparkling simulated gemstone.
This versatile set is perfect for everyday wear or for adding a touch of glamour to a special occasion.",,,taxable,,1,1,,0,0,,,,,0,,,4200,Jewellery > Neclace Sets > American Diamond,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16380889000.jpg,,,,,,,,,0,,,,,,,,
30080,simple,SET757A,Classic Ruby and Diamond Necklace and Earrings Set,1,0,visible,,"This timeless ruby and diamond necklace and earrings set is a perfect choice for any occasion.

The necklace features a classic design with a central ruby gemstone surrounded by smaller diamonds.

The earrings have a matching design with a single ruby gemstone each.

The set is made of high-quality materials with a polished finish for a touch of luxury.",,,taxable,,1,1,,0,0,,,,,0,,,3000,Jewellery > Neclace Sets > American Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044901560.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044901561.jpg",,,,,,,,,0,,,,,,,,
30081,simple,SET757B,Delicate Emerald and Diamond Necklace and Earrings Set,1,0,visible,,"This elegant necklace and earring set features sparkling emerald green crystals and clear crystals, giving it the look and feel of emeralds and diamonds.
The necklace is made with a silver colored metal and features a delicate design.
The earrings are also made with a silver colored metal and feature a similar design to the necklace.
This set is perfect for adding a touch of glamour to any outfit.",,,taxable,,1,1,,0,0,,,,,0,,,3000,Jewellery > Neclace Sets > American Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044902250.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044902251.jpg",,,,,,,,,0,,,,,,,,
30095,simple,SET756A,Sparkling White Crystal Bridal Necklace and Earrings Set,1,0,visible,,"This dazzling bridal necklace and earring set features sparkling white crystals for a touch of elegance on your wedding day.
The necklace features a cascading design with various shapes and sizes of crystals.
The earrings complement the necklace design with a similar cascade of crystals.
The set is made with high-quality materials and a polished finish for a touch of luxury.",,,taxable,,1,1,,0,0,,,,,0,,,9600,Jewellery > Neclace Sets > American Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044898650.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044898661.jpg",,,,,,,,,0,,,,,,,,
30096,simple,SET753B,Elegant Emerald and Diamond Necklace and Earring Set,1,0,visible,,"This stunning emerald and diamond necklace and earring set is the perfect way to add a touch of luxury and elegance to any outfit.
The necklace features a delicate chain adorned with sparkling diamonds and deep green emeralds.
The earrings are designed to complement the necklace, with a similar emerald and diamond design.
This high-polish set is crafted from high-quality materials for a timeless look.",,,taxable,,1,1,,0,0,,,,,0,,,5600,Jewellery > Neclace Sets > American Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044885690.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16044885691.jpg",,,,,,,,,0,,,,,,,,
